X,Y,OBJECTID,ACCIDENT_N,ACCIDENT_D,ACC_TIME,NO_VEHICLE,ACCIDENT_T,ACC_T_DESC,ABS_CODE,PERSON_ID,AGE,RD_USER_T,RD_U_DESC,SEX,LOCATION_D,NODE_ID,LOCATION_T,NODE_TYPE,N_TYPE_DES,ROAD_ROUTE,RD_NAME_1,RD_TYPE_1,RD_NAME_2,RD_TYPE_2,DEC_RD_DES,LGA_NAME,REGION_NAM,STAT_DIV_N,AMG_X,AMG_Y
2505309.203,2398579.356,992,T20190008725,2019/05/09 00:00:00+00,08.:0.00,2,1,Collision with vehicle,A,B,47,4,Motorcyclists,M,At Int of EAST BOUNDARY ROAD and MCKINNON ROAD,41458,I,I,Intersection,5316,EAST BOUNDARY,ROAD,MCKINNON,ROAD,Declared Road,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2505309.203,2398579.356
2535679.963,2410224.186,993,T20190008837,2019/05/10 00:00:00+00,18.:3.00,1,2,Struck Pedestrian,A,03,41,1,Pedestrians,M,On MONBULK ROAD 52m S from Int HUNTER ROAD,345041,N,N,Non Intersection,5776,MONBULK,ROAD,HUNTER,ROAD,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2535679.963,2410224.186
2442491.701,2377059.087,994,T20190008888,2019/05/11 00:00:00+00,15.:3.00,2,1,Collision with vehicle,A,A,88,2,Drivers,M,On THOMPSON ROAD 113m N from Int VICTOR STREET,345111,N,N,Non Intersection,5580,THOMPSON,ROAD,VICTOR,STREET,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2442491.701,2377059.087
2490617.953,2412062.293,995,T20190008897,2019/05/11 00:00:00+00,20.:0.00,2,1,Collision with vehicle,A,B,26,4,Motorcyclists,M,At Int of BALLARAT ROAD and DROOP STREET,29523,I,I,Intersection,5520,BALLARAT,ROAD,DROOP,STREET,Declared Road,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,Melbourne - West,2490617.953,2412062.293
2441962.507,2374177.407,996,T20190008934,2019/05/12 00:00:00+00,17.:4.00,1,2,Struck Pedestrian,A,02,68,1,Pedestrians,M,At Int of SHANNON AVENUE and LASCELLES AVENUE,49845,I,I,Intersection,5580,SHANNON,AVENUE,LASCELLES,AVENUE,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2441962.507,2374177.407
2512730.649,2351403.539,997,T20190009000,2019/05/13 00:00:00+00,13.:3.00,2,1,Collision with vehicle,A,01,86,3,Passengers,M,At Int of COOLART ROAD and MYERS ROAD,44092,I,I,Intersection,5715,COOLART,ROAD,MYERS,ROAD,Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2512730.649,2351403.539
2512730.649,2351403.539,998,T20190009000,2019/05/13 00:00:00+00,13.:3.00,2,1,Collision with vehicle,A,02,85,3,Passengers,F,At Int of COOLART ROAD and MYERS ROAD,44092,I,I,Intersection,5715,COOLART,ROAD,MYERS,ROAD,Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2512730.649,2351403.539
2513501.549,2395143.036,999,T20190009034,2019/05/14 00:00:00+00,07.:0.00,3,1,Collision with vehicle,A,C,75,2,Drivers,F,At Int of SPRINGVALE ROAD and ROSALIE STREET,42529,I,I,Intersection,2400,SPRINGVALE,ROAD,ROSALIE,STREET,Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2513501.549,2395143.036
2377995.196,2385144.967,1000,T20190009290,2019/05/17 00:00:00+00,15.:1.00,2,1,Collision with vehicle,A,03,73,3,Passengers,F,On HAMILTON HIGHWAY 366m from 69 (KM),346575,N,N,Non Intersection,2780,HAMILTON,HIGHWAY,HAMILTON,HIGHWAY,Declared Road,CORANGAMITE,SOUTH WESTERN REGION,Country,2377995.196,2385144.967
2377995.196,2385144.967,1001,T20190009290,2019/05/17 00:00:00+00,15.:1.00,2,1,Collision with vehicle,A,A,56,2,Drivers,F,On HAMILTON HIGHWAY 366m from 69 (KM),346575,N,N,Non Intersection,2780,HAMILTON,HIGHWAY,HAMILTON,HIGHWAY,Declared Road,CORANGAMITE,SOUTH WESTERN REGION,Country,2377995.196,2385144.967
2377995.196,2385144.967,1002,T20190009290,2019/05/17 00:00:00+00,15.:1.00,2,1,Collision with vehicle,A,B,73,2,Drivers,M,On HAMILTON HIGHWAY 366m from 69 (KM),346575,N,N,Non Intersection,2780,HAMILTON,HIGHWAY,HAMILTON,HIGHWAY,Declared Road,CORANGAMITE,SOUTH WESTERN REGION,Country,2377995.196,2385144.967
2544998.854,2428088.383,1003,T20190009351,2019/05/18 00:00:00+00,15.:4.00,2,1,Collision with vehicle,A,B,31,4,Motorcyclists,M,On RYANS ROAD 128m W from Int CORNELIUS CRESCENT,345256,N,N,Non Intersection,9999,RYANS,ROAD,CORNELIUS,CRESCENT,Non Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2544998.854,2428088.383
2261833.162,2767289.263,1004,T20190009379,2019/05/19 00:00:00+00,02.:3.00,1,4,Collision with a fixed object,A,A,19,2,Drivers,M,On KULKYNE WAY 657m N from Int BROWN ROAD,345259,N,N,Non Intersection,9999,KULKYNE,WAY,BROWN,ROAD,Non Declared Road,MILDURA,WESTERN REGION,Country,2261833.162,2767289.263
2199589.378,2529192.31,1005,T20190009413,2019/05/19 00:00:00+00,16.:0.00,1,6,Vehicle overturned (no collision),A,A,59,2,Drivers,M,On NHILL-HARROW ROAD 522m S from Int CRICKS ROAD,345258,N,N,Non Intersection,5133,NHILL-HARROW,ROAD,CRICKS,ROAD,Declared Road,WEST WIMMERA,WESTERN REGION,Country,2199589.378,2529192.31
2737165.382,2396730.275,1006,T20190009464,2019/05/20 00:00:00+00,14.:2.00,1,4,Collision with a fixed object,A,01,79,3,Passengers,F,On BAY ROAD 161m NW from Int WATERVIEW ROAD,349062,N,N,Non Intersection,9999,BAY,ROAD,WATERVIEW,ROAD,Non Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2737165.382,2396730.275
2243428.563,2771900.548,1007,T20190009482,2019/05/20 00:00:00+00,10.:4.00,2,1,Collision with vehicle,A,B,77,2,Drivers,F,On CALDER HIGHWAY 1564m S from Int CASTLE CROSSING ROAD,582256,N,N,Non Intersection,2530,CALDER,HIGHWAY,CASTLE CROSSING,ROAD,Declared Road,MILDURA,WESTERN REGION,Country,2243428.563,2771900.548
2543064.393,2366042.044,1008,T20190009706,2019/05/24 00:00:00+00,00.:0.00,1,4,Collision with a fixed object,A,A,22,2,Drivers,M,On SYBELLA AVENUE 369m SE from Int WALKER STREET,345445,N,N,Non Intersection,5866,SYBELLA,AVENUE,WALKER,STREET,Declared Road,CARDINIA,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2543064.393,2366042.044
2506474.099,2391677.872,1009,T20190009787,2019/05/25 00:00:00+00,09.:0.00,1,4,Collision with a fixed object,A,A,49,2,Drivers,M,On RIVIERA STREET 79m N from Int SARZANA STREET,345736,N,N,Non Intersection,9999,RIVIERA,STREET,SARZANA,STREET,Non Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2506474.099,2391677.872
2241669.595,2795167.716,1010,T20190009966,2019/05/27 00:00:00+00,20.:4.00,1,4,Collision with a fixed object,A,01,21,3,Passengers,M,On INDI AVENUE 20m E from Int ANNE COX DRIVE,350327,N,N,Non Intersection,9999,INDI,AVENUE,ANNE COX,DRIVE,Non Declared Road,MILDURA,WESTERN REGION,Country,2241669.595,2795167.716
2508432.818,2369132.48,1011,T20190009967,2019/05/27 00:00:00+00,23.:1.00,2,1,Collision with vehicle,A,01,18,3,Passengers,F,At Int of NEPEAN HIGHWAY and MOUNT ELIZA WAY,288245,I,I,Intersection,9999,MOUNT ELIZA,WAY,MOUNT ELIZA,WAY,Non Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2508432.818,2369132.48
2508432.818,2369132.48,1012,T20190009967,2019/05/27 00:00:00+00,23.:1.00,2,1,Collision with vehicle,A,A,22,2,Drivers,M,At Int of NEPEAN HIGHWAY and MOUNT ELIZA WAY,288245,I,I,Intersection,9999,MOUNT ELIZA,WAY,MOUNT ELIZA,WAY,Non Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2508432.818,2369132.48
2482661.697,2414111.119,1013,T20190009970,2019/05/27 00:00:00+00,19.:3.00,1,2,Struck Pedestrian,A,01,45,1,Pedestrians,F,On BALLARAT ROAD 152m SE from Int CHATSWORTH AVENUE,345675,N,N,Non Intersection,5520,BALLARAT,ROAD,CHATSWORTH,AVENUE,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2482661.697,2414111.119
2509913.746,2399529.136,1014,T20190010103,2019/05/29 00:00:00+00,16.:3.00,1,4,Collision with a fixed object,A,A,29,2,Drivers,M, (Offroad Location),349533,O,O,Unknown,-1,DANDENONG,ROAD, , ,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2509913.746,2399529.136
2444783.743,2381955.576,1015,T20190010242,2019/05/31 00:00:00+00,21.:5.00,1,4,Collision with a fixed object,A,A,28,4,Motorcyclists,M,At Int of FAIRBAIRN DRIVE and MCGUINNESS COURT,48746,I,I,Intersection,9999,FAIRBAIRN,DRIVE,MCGUINNESS,COURT,Non Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2444783.743,2381955.576
2511398.196,2400154.35,1016,T20190010308,2019/06/01 00:00:00+00,19.:3.00,1,2,Struck Pedestrian,A,01,62,1,Pedestrians,M,On FERNTREE GULLY ROAD 34m E from Int FORSTER ROAD,345713,N,N,Non Intersection,5799,FERNTREE GULLY,ROAD,FORSTER,ROAD,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2511398.196,2400154.35
2377221.208,2562501.442,1017,T20190010325,2019/06/02 00:00:00+00,06.:4.00,1,2,Struck Pedestrian,A,01,62,1,Pedestrians,M,At Int of CALDER HIGHWAY and WEDDERBURN-WEDDERBURN JUNCTION ROAD,347053,I,I,Intersection,2530,CALDER,HIGHWAY,WEDDERBURN-WEDDERBURN JUNCTION,ROAD,Declared Road,LODDON,NORTHERN REGION,Bendigo,2377221.208,2562501.442
2523716.169,2386561.878,1018,T20190010635,2019/06/06 00:00:00+00,16.:4.00,2,1,Collision with vehicle,A,B,30,4,Motorcyclists,M,On HALLAM SOUTH ROAD 222m S from Int CENTRE ROAD,345953,N,N,Non Intersection,5057,HALLAM SOUTH,ROAD,CENTRE,ROAD,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2523716.169,2386561.878
2434424.498,2523868.135,1019,T20190010677,2019/06/07 00:00:00+00,12.:1.00,2,1,Collision with vehicle,A,A,18,6,Bicyclists,M,At Int of HATTAM STREET and WOODWARD ROAD,51705,I,I,Intersection,5173,HATTAM,STREET,WOODWARD,ROAD,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2434424.498,2523868.135
2546266.178,2354746.979,1020,T20190010764,2019/06/08 00:00:00+00,19.:3.00,1,8,No collision and no object struck,A,A,37,2,Drivers,M,On JETTY ROAD 676m E from Int FORESHORE ROAD,582257,N,N,Non Intersection,9999,JETTY,ROAD,FORESHORE,ROAD,Non Declared Road,BASS COAST,EASTERN REGION,Country,2546266.178,2354746.979
2663767.711,2554585.263,1021,T20190010768,2019/06/08 00:00:00+00,23.:2.00,1,2,Struck Pedestrian,A,01,39,1,Pedestrians,M,On MYRTLEFORD-YACKANDANDAH ROAD 57m E from Int MURRAYS LANE,346287,N,N,Non Intersection,5467,MYRTLEFORD-YACKANDANDAH,ROAD,MURRAYS,LANE,Declared Road,ALPINE,NORTH EASTERN REGION,Country,2663767.711,2554585.263
2485093.716,2544730.159,1022,T20190011062,2019/06/13 00:00:00+00,13.:3.00,1,4,Collision with a fixed object,A,A,52,2,Drivers,M,On BENDIGO-MURCHISON ROAD 158m E from Int WEPPNER ROAD,346096,N,N,Non Intersection,5376,BENDIGO-MURCHISON,ROAD,WEPPNER,ROAD,Declared Road,CAMPASPE,NORTHERN REGION,Country,2485093.716,2544730.159
2562238.044,2478200.753,1023,T20190011185,2019/06/16 00:00:00+00,00.:0.00,1,2,Struck Pedestrian,A,01,20,1,Pedestrians,M,On HALL STREET 91m S from Int DOWNEY STREET,346168,N,N,Non Intersection,9999,HALL,STREET,DOWNEY,STREET,Non Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2562238.044,2478200.753
2470010.161,2411063.827,1024,T20190011223,2019/06/16 00:00:00+00,16.:2.00,2,1,Collision with vehicle,A,03,71,3,Passengers,F,At Int of BOUNDARY ROAD and DAVIS ROAD,45523,I,I,Intersection,9999,BOUNDARY,ROAD,DAVIS,ROAD,Non Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2470010.161,2411063.827
2513160.234,2399854.516,1025,T20190011273,2019/06/17 00:00:00+00,15.:3.00,1,4,Collision with a fixed object,A,A,93,2,Drivers,M,On FERNTREE GULLY ROAD 58m NW from Int WESTERFIELD DRIVE,346349,N,N,Non Intersection,9999,FERNTREE GULLY,ROAD,WESTERFIELD,DRIVE,Non Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2513160.234,2399854.516
2513668.026,2399571.783,1026,T20190011292,2019/06/17 00:00:00+00,19.:4.00,2,1,Collision with vehicle,A,A,48,2,Drivers,M,On MONASH FREEWAY 11m NW from Int FERNTREE GULLY-MONASH IN RAMP ON,346193,N,N,Non Intersection,2000,MONASH,FREEWAY,FERNTREE GULLY-MONASH IN ON,RAMP,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2513668.026,2399571.783
2499946.644,2336495.6,1027,T20190011899,2019/06/26 00:00:00+00,16.:2.00,2,1,Collision with vehicle,A,A,62,2,Drivers,M,On BONEO ROAD 463m W from Int MORNINGTON-FLINDERS ROAD,346504,N,N,Non Intersection,5750,BONEO,ROAD,MORNINGTON-FLINDERS,ROAD,Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2499946.644,2336495.6
2476115.104,2403366.215,1028,T20190011914,2019/06/26 00:00:00+00,08.:0.00,1,8,No collision and no object struck,A,A,79,6,Bicyclists,M,At Int of OLD GEELONG ROAD and GRAHAM COURT,37367,I,I,Intersection,5444,OLD GEELONG,ROAD,GRAHAM,COURT,Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2476115.104,2403366.215
2387479.988,2493936.445,1029,T20190011965,2019/06/27 00:00:00+00,14.:5.00,1,2,Struck Pedestrian,A,01,95,1,Pedestrians,M,At Int of CLARENDON STREET and INKERMAN STREET,60032,I,I,Intersection,9999,CLARENDON,STREET,INKERMAN,STREET,Non Declared Road,CENTRAL GOLDFIELDS,WESTERN REGION,Ballarat,2387479.988,2493936.445
2496135.144,2410567.652,1030,T20190012025,2019/06/28 00:00:00+00,12.:0.00,1,2,Struck Pedestrian,A,01,87,1,Pedestrians,F,At Int of PEEL STREET(R) and VICTORIA STREET,346677,I,I,Intersection,5065,PEEL,STREET,VICTORIA,STREET,Declared Road,MELBOURNE,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2496135.144,2410567.652
2296845.577,2679233.25,1031,T20190012098,2019/06/29 00:00:00+00,01.:2.00,1,4,Collision with a fixed object,A,A,44,2,Drivers,M,On CALDER HIGHWAY 309m N from Int EDGECUMBE ROAD,346648,N,N,Non Intersection,2530,CALDER,HIGHWAY,EDGECUMBE,ROAD,Declared Road,BULOKE,NORTHERN REGION,Country,2296845.577,2679233.25
2436273.466,2527050.426,1032,T20190012124,2019/06/30 00:00:00+00,05.:5.00,1,4,Collision with a fixed object,A,A,22,2,Drivers,M,On MCCRAE STREET 10m NE from Int BAXTER STREET,347072,N,N,Non Intersection,2590,MCCRAE,STREET,BAXTER,STREET,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2436273.466,2527050.426
2477866.714,2417892.465,1033,T20190012182,2019/07/01 00:00:00+00,00.:1.00,2,1,Collision with vehicle,A,B,28,6,Bicyclists,M,On WESTWOOD DRIVE 182m S from Int WESTWOOD DRIVE ALT,346696,N,N,Non Intersection,9999,WESTWOOD,DRIVE,WESTWOOD ALT,DRIVE,Non Declared Road,MELTON,METROPOLITAN NORTH WEST REGION,Melbourne - West,2477866.714,2417892.465
2402053.44,2452563.059,1034,T20190012353,2019/07/03 00:00:00+00,15.:5.00,2,1,Collision with vehicle,A,01,86,3,Passengers,F,On VICTORIA STREET 9m W from Int CAMBRIDGE STREET,620500,N,N,Non Intersection,9999,VICTORIA,STREET,CAMBRIDGE,STREET,Non Declared Road,HEPBURN,WESTERN REGION,Ballarat,2402053.44,2452563.059
2442454.24,2376796.135,1035,T20190012440,2019/07/04 00:00:00+00,11.:2.00,4,1,Collision with vehicle,A,01,58,3,Passengers,F,At Int of THOMPSON ROAD and SHARON COURT,49770,I,I,Intersection,5580,THOMPSON,ROAD,SHARON,COURT,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2442454.24,2376796.135
2442454.24,2376796.135,1036,T20190012440,2019/07/04 00:00:00+00,11.:2.00,4,1,Collision with vehicle,A,B,64,2,Drivers,M,At Int of THOMPSON ROAD and SHARON COURT,49770,I,I,Intersection,5580,THOMPSON,ROAD,SHARON,COURT,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2442454.24,2376796.135
2507900.976,2407333.453,1037,T20190012519,2019/07/05 00:00:00+00,13.:5.00,1,2,Struck Pedestrian,A,01,75,1,Pedestrians,F,On RIVERSDALE ROAD 2m E from Int DURHAM ROAD,593684,N,N,Non Intersection,5292,RIVERSDALE,ROAD,DURHAM,ROAD,Declared Road,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2507900.976,2407333.453
2469335.053,2399734.584,1038,T20190012592,2019/07/06 00:00:00+00,16.:0.00,1,4,Collision with a fixed object,A,A,25,4,Motorcyclists,M,On COTTRELL STREET 33m SE from Int BULBAN ROAD,349883,N,N,Non Intersection,5588,COTTRELL,STREET,BULBAN,ROAD,Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2469335.053,2399734.584
2250694.131,2528335.32,1039,T20190012751,2019/06/15 00:00:00+00,10.:4.00,1,8,No collision and no object struck,A,01,99,1,Pedestrians,M,On BAILLIE STREET 90m W from Int PERCY STREET,347032,N,N,Non Intersection,9999,BAILLIE,STREET,PERCY,STREET,Non Declared Road,HORSHAM,WESTERN REGION,Country,2250694.131,2528335.32
2241881.507,2544632.652,1040,T20190012874,2019/07/11 00:00:00+00,02.:0.00,2,1,Collision with vehicle,A,B,60,2,Drivers,M,On WESTERN HIGHWAY 715m N from Int BANYENA ROAD,347104,N,N,Non Intersection,2520,WESTERN,HIGHWAY,BANYENA,ROAD,Declared Road,HORSHAM,WESTERN REGION,Country,2241881.507,2544632.652
2510833.933,2413708.511,1041,T20190012985,2019/07/12 00:00:00+00,17.:4.00,1,2,Struck Pedestrian,A,01,88,1,Pedestrians,M,On ANDROMEDA WAY 4m N from Int GEORGE STREET,579055,N,N,Non Intersection,9999,ANDROMEDA,WAY,GEORGE,STREET,Non Declared Road,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2510833.933,2413708.511
2681144.089,2375598.028,1042,T20190013255,2019/07/16 00:00:00+00,18.:2.00,1,2,Struck Pedestrian,A,01,95,1,Pedestrians,F,On RAYMOND STREET 11m S from Int STAWELL STREET,597778,N,N,Non Intersection,9999,RAYMOND,STREET,STAWELL,STREET,Non Declared Road,WELLINGTON,EASTERN REGION,Country,2681144.089,2375598.028
2489613.786,2423463.599,1043,T20190013360,2019/07/18 00:00:00+00,05.:3.00,1,2,Struck Pedestrian,A,01,72,1,Pedestrians,F,At Int of MICKLEHAM-TULLAMARINE IN RAMP ON and TULLAMARINE IN-MICKLEHAM RAMP OF,46480,I,I,Intersection,7406,MICKLEHAM-TULLAMARINE IN,RAMP,TULLAMARINE IN-MICKLEHAM OF,RAMP,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2489613.786,2423463.599
2528230.075,2418216.713,1044,T20190013546,2019/07/20 00:00:00+00,16.:4.00,3,1,Collision with vehicle,A,B,40,4,Motorcyclists,M,At Int of EDWARD ROAD and PAYNES ROAD,44185,I,I,Intersection,9999,EDWARD,ROAD,PAYNES,ROAD,Non Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2528230.075,2418216.713
2512322.915,2398322.26,1045,T20190013550,2019/07/20 00:00:00+00,20.:5.00,2,1,Collision with vehicle,A,03,18,3,Passengers,M,At Int of WELLINGTON ROAD and BLACKBURN ROAD,234609,I,I,Intersection,2290,WELLINGTON,ROAD,BLACKBURN,ROAD,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2512322.915,2398322.26
2534833.206,2556786.096,1046,T20190013614,2019/07/21 00:00:00+00,16.:0.00,1,4,Collision with a fixed object,A,01,30,3,Passengers,M,On GOULBURN VALLEY HIGHWAY 1276m N from Int UNION ROAD,583553,N,N,Non Intersection,2640,GOULBURN VALLEY,HIGHWAY,UNION,ROAD,Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2534833.206,2556786.096
2520016.002,2410019.44,1047,T20190013658,2019/07/22 00:00:00+00,16.:1.00,0,2,Struck Pedestrian,A,01,14,1,Pedestrians,M,At Int of RINGWOOD BYPASS(R) and RINGWOOD STREET,221693,I,I,Intersection,2995,RINGWOOD,BYPASS,RINGWOOD,STREET,Declared Road,MAROONDAH,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2520016.002,2410019.44
2480125.043,2422740.985,1048,T20190013765,2019/07/24 00:00:00+00,06.:4.00,2,1,Collision with vehicle,A,B,49,6,Bicyclists,M,At Int of MELTON HIGHWAY and MCCUBBIN DRIVE ALT,37362,I,I,Intersection,2040,MELTON,HIGHWAY,MCCUBBIN ALT,DRIVE,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2480125.043,2422740.985
2517041.301,2376168.024,1049,T20190014139,2019/07/29 00:00:00+00,18.:0.00,1,2,Struck Pedestrian,A,01,92,1,Pedestrians,F,On MCCORMICKS ROAD 169m N from Int BALLARTO ROAD,349173,N,N,Non Intersection,9999,MCCORMICKS,ROAD,BALLARTO,ROAD,Non Declared Road,FRANKSTON,METROPOLITAN SOUTH EAST REGION,Metro,2517041.301,2376168.024
2541005.474,2381186.314,1050,T20190014372,2019/08/01 00:00:00+00,18.:5.00,1,2,Struck Pedestrian,A,01,45,1,Pedestrians,M,At Int of DUNCAN DRIVE and TEMPLETON CRESCENT,55818,I,I,Intersection,9999,DUNCAN,DRIVE,TEMPLETON,CRESCENT,Non Declared Road,CARDINIA,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2541005.474,2381186.314
2404358.705,2437414.924,1051,T20190014443,2019/07/27 00:00:00+00,00.:2.00,1,6,Vehicle overturned (no collision),A,A,34,2,Drivers,M,On WESTERN FREEWAY 348m W from Int BALLARAT-BURRUMBEET ROAD,590871,N,N,Non Intersection,2520,WESTERN,FREEWAY,BALLARAT-BURRUMBEET,ROAD,Declared Road,BALLARAT,WESTERN REGION,Ballarat,2404358.705,2437414.924
2423175.879,2486827.748,1052,T20190014639,2019/08/05 00:00:00+00,13.:0.00,1,4,Collision with a fixed object,A,A,69,2,Drivers,F,On YAPEEN-MUCKLEFORD ROAD 1208m E from Int MAPSONS ROAD,593686,N,N,Non Intersection,9999,YAPEEN-MUCKLEFORD,ROAD,MAPSONS,ROAD,Non Declared Road,MOUNT ALEXANDER,NORTHERN REGION,Bendigo,2423175.879,2486827.748
2493407.531,2426738.746,1053,T20190014829,2019/08/07 00:00:00+00,21.:2.00,1,4,Collision with a fixed object,A,A,22,2,Drivers,M,On PASCOE VALE ROAD 317m S from Int TAGGERTY CRESCENT,351137,N,N,Non Intersection,5819,PASCOE VALE,ROAD,TAGGERTY,CRESCENT,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2493407.531,2426738.746
2486726.18,2413500.163,1054,T20190015074,2019/08/10 00:00:00+00,22.:4.00,1,2,Struck Pedestrian,A,01,47,1,Pedestrians,M,On BALLARAT ROAD 10m W from Int BURKE STREET,597281,N,N,Non Intersection,5520,BALLARAT,ROAD,BURKE,STREET,Declared Road,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,Melbourne - West,2486726.18,2413500.163
2524841.998,2378080.477,1055,T20190015129,2019/08/11 00:00:00+00,16.:1.00,2,1,Collision with vehicle,A,03,16,3,Passengers,M,On SOUTH GIPPSLAND HIGHWAY 7m N from Int SOUTH GIPPSLAND HIGHWAY ALT,106562,N,N,Non Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,SOUTH GIPPSLAND ALT,HIGHWAY,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2524841.998,2378080.477
2524841.998,2378080.477,1056,T20190015129,2019/08/11 00:00:00+00,16.:1.00,2,1,Collision with vehicle,A,04,18,3,Passengers,F,On SOUTH GIPPSLAND HIGHWAY 7m N from Int SOUTH GIPPSLAND HIGHWAY ALT,106562,N,N,Non Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,SOUTH GIPPSLAND ALT,HIGHWAY,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2524841.998,2378080.477
2512346.269,2497341.576,1057,T20190015355,2019/08/05 00:00:00+00,11.:1.00,1,4,Collision with a fixed object,A,A,89,2,Drivers,M,On STATION STREET 115m S from Int CRAWFORD STREET,360112,N,N,Non Intersection,9999,STATION,STREET,CRAWFORD,STREET,Non Declared Road,MITCHELL,NORTHERN REGION,Country,2512346.269,2497341.576
2672136.698,2594998.701,1058,T20190015509,2019/08/16 00:00:00+00,13.:0.00,2,1,Collision with vehicle,A,01,74,3,Passengers,F,On BANDIANA LINK ROAD 1019m E from Int ANZAC PARADE,600333,N,N,Non Intersection,2570,BANDIANA LINK,ROAD,ANZAC,PARADE,Declared Road,WODONGA,NORTH EASTERN REGION,Country,2672136.698,2594998.701
2501991.205,2415026.974,1059,T20190015521,2019/08/16 00:00:00+00,23.:4.00,1,4,Collision with a fixed object,A,A,47,4,Motorcyclists,M,On DAREBIN ROAD 96m E from Int ARTHUR STREET,82310,N,N,Non Intersection,5192,DAREBIN,ROAD,ARTHUR,STREET,Declared Road,DAREBIN,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2501991.205,2415026.974
2499961.807,2415142.229,1060,T20190015682,2019/08/19 00:00:00+00,12.:5.00,1,2,Struck Pedestrian,A,01,88,1,Pedestrians,M,On HIGH STREET 55m N from Int BEACONSFIELD PARADE,589737,N,N,Non Intersection,9999,HIGH,STREET,BEACONSFIELD,PARADE,Non Declared Road,DAREBIN,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2499961.807,2415142.229
2512534.938,2391244.897,1061,T20190015694,2019/08/19 00:00:00+00,15.:3.00,4,1,Collision with vehicle,A,01,93,3,Passengers,F,At Int of WESTALL ROAD EX and ROWAN ROAD,35388,I,I,Intersection,5056,WESTALL,ROAD,ROWAN,ROAD,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2512534.938,2391244.897
