X,Y,OBJECTID,ACCIDENT_N,ACCIDENT_D,ACC_TIME,NO_VEHICLE,ACCIDENT_T,ACC_T_DESC,ABS_CODE,PERSON_ID,AGE,RD_USER_T,RD_U_DESC,SEX,LOCATION_D,NODE_ID,LOCATION_T,NODE_TYPE,N_TYPE_DES,ROAD_ROUTE,RD_NAME_1,RD_TYPE_1,RD_NAME_2,RD_TYPE_2,DEC_RD_DES,LGA_NAME,REGION_NAM,STAT_DIV_N,AMG_X,AMG_Y
2529823.877,2404436.484,922,T20190002873,2019/02/14 00:00:00+00,18.:0.00,2,1,Collision with vehicle,A,A,28,4,Motorcyclists,M,At Int of MOUNTAIN HIGHWAY and HILTON ROAD,41076,I,I,Intersection,5783,MOUNTAIN,HIGHWAY,HILTON,ROAD,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2529823.877,2404436.484
2289112.497,2343604.203,923,T20190002876,2019/02/14 00:00:00+00,16.:5.00,3,1,Collision with vehicle,A,B,15,6,Bicyclists,M,On PRINCES HIGHWAY 1m E from Int ZIEGLER PARADE,597163,I,I,Intersection,2500,PRINCES,HIGHWAY,ZIEGLER,PARADE,Declared Road,WARRNAMBOOL,SOUTH WESTERN REGION,Country,2289112.497,2343604.203
2501772.427,2427055.247,924,T20190002885,2019/02/14 00:00:00+00,19.:5.00,1,2,Struck Pedestrian,A,01,27,1,Pedestrians,M,On HIGH STREET 112m SW from Int JOVIC ROAD,217279,N,N,Non Intersection,5817,HIGH,STREET,JOVIC,ROAD,Declared Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2501772.427,2427055.247
2630742.436,2364745.884,925,T20190002977,2019/02/16 00:00:00+00,02.:0.00,1,2,Struck Pedestrian,A,02,24,1,Pedestrians,M,At Int of PRINCES HIGHWAY and BRADFORD DRIVE,53562,I,I,Intersection,2510,PRINCES,HIGHWAY,BRADFORD,DRIVE,Declared Road,LATROBE,EASTERN REGION,Country,2630742.436,2364745.884
2520742.966,2398660.508,926,T20190003074,2019/02/17 00:00:00+00,12.:0.00,2,1,Collision with vehicle,A,02,17,3,Passengers,F,On STUD ROAD 47m S from Int LAKESIDE BOULEVARD,342304,N,N,Non Intersection,2090,STUD,ROAD,LAKESIDE,BOULEVARD,Declared Road,KNOX,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2520742.966,2398660.508
2383935.89,2405677.199,927,T20190003091,2019/02/17 00:00:00+00,20.:1.00,1,5,Collision with some other object,A,A,25,2,Drivers,M, (Offroad Location),342569,O,O,Unknown,-1,DEREEL-ROKEWOOD JUNCTION, , , ,Declared Road,GOLDEN PLAINS,SOUTH WESTERN REGION,Country,2383935.89,2405677.199
2717888.688,2534447.89,928,T20190003466,2019/02/21 00:00:00+00,14.:0.00,1,5,Collision with some other object,A,A,68,4,Motorcyclists,M,On OMEO HIGHWAY 2601m W from Int LIGHTNING CREEK TRACK,342515,N,N,Non Intersection,2560,OMEO,HIGHWAY,LIGHTNING CREEK,TRACK,Declared Road,TOWONG,NORTH EASTERN REGION,Country,2717888.688,2534447.89
2498457.285,2421107.707,929,T20190003510,2019/02/23 00:00:00+00,02.:5.00,3,1,Collision with vehicle,A,A,31,2,Drivers,M,On RADFORD ROAD 70m S from Int VICKERS STREET,342568,N,N,Non Intersection,9999,RADFORD,ROAD,VICKERS,STREET,Non Declared Road,DAREBIN,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2498457.285,2421107.707
2531736.054,2393273.07,930,T20190003540,2019/02/23 00:00:00+00,15.:2.00,3,1,Collision with vehicle,A,A,89,2,Drivers,F,At Int of WELLINGTON ROAD and BERWICK ROAD,42680,I,I,Intersection,5798,WELLINGTON,ROAD,BERWICK,ROAD,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2531736.054,2393273.07
2511727.274,2393442.569,931,T20190003541,2019/02/23 00:00:00+00,16.:3.00,2,1,Collision with vehicle,A,A,24,4,Motorcyclists,M,At Int of HEATHERTON ROAD and CORIO DRIVE,42450,I,I,Intersection,5970,HEATHERTON,ROAD,CORIO,DRIVE,Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2511727.274,2393442.569
2201676.177,2345542.696,932,T20190003547,2019/02/23 00:00:00+00,17.:2.00,2,1,Collision with vehicle,A,B,18,6,Bicyclists,M,At Int of HENTY HIGHWAY and WYATT STREET,29963,I,I,Intersection,2620,HENTY,HIGHWAY,WYATT,STREET,Declared Road,GLENELG,SOUTH WESTERN REGION,Country,2201676.177,2345542.696
2470545.762,2405364.553,933,T20190003620,2019/02/24 00:00:00+00,20.:4.00,2,1,Collision with vehicle,A,B,26,4,Motorcyclists,M,At Int of BETHANY ROAD and CLAIRE WAY,342688,I,I,Intersection,9999,BETHANY,ROAD,CLAIRE,WAY,Non Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2470545.762,2405364.553
2501508.111,2404826.132,934,T20190003641,2019/02/25 00:00:00+00,06.:0.00,1,2,Struck Pedestrian,A,01,86,1,Pedestrians,M,On SUTHERLAND ROAD 56m S from Int AVONDALE ROAD,342627,N,N,Non Intersection,9999,SUTHERLAND,ROAD,AVONDALE,ROAD,Non Declared Road,STONNINGTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner,2501508.111,2404826.132
2520764.205,2364151.366,935,T20190003695,2019/02/25 00:00:00+00,16.:3.00,4,1,Collision with vehicle,A,B,61,4,Motorcyclists,M,On TYABB-TOORADIN ROAD 300m N from Int BEMBRIDGE ROAD,342593,N,N,Non Intersection,9999,TYABB-TOORADIN,ROAD,BEMBRIDGE,ROAD,Non Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2520764.205,2364151.366
2442314.859,2375842.866,936,T20190003737,2019/02/26 00:00:00+00,11.:5.00,1,2,Struck Pedestrian,A,01,81,1,Pedestrians,M,At Int of THOMPSON ROAD and GALWAY AVENUE,49799,I,I,Intersection,5580,THOMPSON,ROAD,GALWAY,AVENUE,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2442314.859,2375842.866
2457406.743,2465268.259,937,T20190003894,2019/02/28 00:00:00+00,09.:0.00,1,4,Collision with a fixed object,A,A,60,7,Drivers,M,On COBB AND CO ROAD 521m S from Int JAMES ROAD,343907,N,N,Non Intersection,9999,COBB AND CO,ROAD,JAMES,ROAD,Non Declared Road,MACEDON RANGES,NORTHERN REGION,Bendigo,2457406.743,2465268.259
2522742.873,2410116.226,938,T20190003898,2019/02/28 00:00:00+00,08.:2.00,1,2,Struck Pedestrian,A,01,81,1,Pedestrians,F,At Int of MORINDA STREET and RAILWAY AVENUE,343096,I,I,Intersection,9999,MORINDA,STREET,RAILWAY,AVENUE,Non Declared Road,MAROONDAH,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2522742.873,2410116.226
2492607.256,2421612.895,939,T20190003944,2019/03/01 00:00:00+00,00.:5.00,1,2,Struck Pedestrian,A,01,24,1,Pedestrians,F,On PASCOE VALE ROAD 8m S from Int GLENROY ROAD,346182,N,N,Non Intersection,5819,PASCOE VALE,ROAD,GLENROY,ROAD,Declared Road,MORELAND,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2492607.256,2421612.895
2498012.726,2428214.042,940,T20190003953,2019/03/01 00:00:00+00,01.:1.00,1,6,Vehicle overturned (no collision),A,A,15,2,Drivers,F,On COOPER STREET(R) 37m E from Int COMPANION PLACE,342772,N,N,Non Intersection,5606,COOPER,STREET,COMPANION,PLACE,Declared Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2498012.726,2428214.042
2510222.393,2396789.249,941,T20190004594,2019/03/10 00:00:00+00,05.:5.00,2,1,Collision with vehicle,A,A,53,2,Drivers,M,At Int of FRANK AVENUE and LINDA STREET,343097,I,I,Intersection,9999,FRANK,AVENUE,LINDA,STREET,Non Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2510222.393,2396789.249
2497021.802,2424740.946,942,T20190004622,2019/03/10 00:00:00+00,18.:0.00,1,7,Fall from or in moving vehicle,A,01,20,3,Passengers,M,On CAMBRIDGE WAY 35m S from Int CARLISLE COURT,343217,N,N,Non Intersection,9999,CAMBRIDGE,WAY,CARLISLE,COURT,Non Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2497021.802,2424740.946
2326939.225,2556938.783,943,T20190004707,2019/03/11 00:00:00+00,16.:3.00,2,1,Collision with vehicle,A,B,65,2,Drivers,M,On SUNRAYSIA HIGHWAY 146m N from Int COPE COPE ROAD,345477,N,N,Non Intersection,2700,SUNRAYSIA,HIGHWAY,COPE COPE,ROAD,Declared Road,NORTHERN GRAMPIANS,WESTERN REGION,Country,2326939.225,2556938.783
2182743.702,2525532.19,944,T20190004747,2019/03/12 00:00:00+00,18.:3.00,1,5,Collision with some other object,A,A,42,4,Motorcyclists,M,On NATIMUK-FRANCES ROAD 500m E from Int SONEGOS ROAD,343168,N,N,Non Intersection,5138,NATIMUK-FRANCES,ROAD,SONEGOS,ROAD,Declared Road,WEST WIMMERA,WESTERN REGION,Country,2182743.702,2525532.19
2533716.108,2403077.845,945,T20190004969,2019/03/15 00:00:00+00,15.:5.00,2,1,Collision with vehicle,A,A,63,4,Motorcyclists,M,On OLINDA-MONBULK ROAD 13m NE from Int UPPER COONARA ROAD,345415,N,N,Non Intersection,5779,OLINDA-MONBULK,ROAD,UPPER COONARA,ROAD,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2533716.108,2403077.845
2473640.013,2467701.316,946,T20190005050,2019/03/16 00:00:00+00,17.:5.00,1,4,Collision with a fixed object,A,01,36,3,Passengers,M,On ROCHFORD ROAD 252m NE from Int WHITEBRIDGE ROAD,345647,N,N,Non Intersection,5158,ROCHFORD,ROAD,WHITEBRIDGE,ROAD,Declared Road,MACEDON RANGES,NORTHERN REGION,Country,2473640.013,2467701.316
2473640.013,2467701.316,947,T20190005050,2019/03/16 00:00:00+00,17.:5.00,1,4,Collision with a fixed object,A,02,31,3,Passengers,M,On ROCHFORD ROAD 252m NE from Int WHITEBRIDGE ROAD,345647,N,N,Non Intersection,5158,ROCHFORD,ROAD,WHITEBRIDGE,ROAD,Declared Road,MACEDON RANGES,NORTHERN REGION,Country,2473640.013,2467701.316
2386521.47,2487636.005,948,T20190005079,2019/03/17 00:00:00+00,10.:4.00,2,1,Collision with vehicle,A,A,78,2,Drivers,M,At Int of BALLARAT-MARYBOROUGH ROAD and ELMA COURT,343336,I,I,Intersection,5327,BALLARAT-MARYBOROUGH,ROAD,ELMA,COURT,Declared Road,CENTRAL GOLDFIELDS,WESTERN REGION,Ballarat,2386521.47,2487636.005
2420049.015,2399045.933,949,T20190005099,2019/03/17 00:00:00+00,13.:1.00,2,1,Collision with vehicle,A,A,68,2,Drivers,F,On MIDLAND HIGHWAY 260m SE from Int TAYLOR ROAD,343337,N,N,Non Intersection,2590,MIDLAND,HIGHWAY,TAYLOR,ROAD,Declared Road,GOLDEN PLAINS,SOUTH WESTERN REGION,Country,2420049.015,2399045.933
2221634.12,2402154.366,950,T20190005143,2019/03/18 00:00:00+00,03.:0.00,1,4,Collision with a fixed object,A,A,53,2,Drivers,M,On HENTY HIGHWAY 418m E from Int WALLACEDALE NORTH-HAMILTON ROAD,582691,N,N,Non Intersection,2620,HENTY,HIGHWAY,WALLACEDALE NORTH-HAMILTON,ROAD,Declared Road,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,Country,2221634.12,2402154.366
2417496.066,2633418.205,951,T20190005170,2019/03/18 00:00:00+00,11.:3.00,1,4,Collision with a fixed object,A,A,31,2,Drivers,M,On MURRAY VALLEY HIGHWAY 195m W from Int LUSCOMBE ROAD,346389,N,N,Non Intersection,2570,MURRAY VALLEY,HIGHWAY,LUSCOMBE,ROAD,Declared Road,GANNAWARRA,NORTHERN REGION,Country,2417496.066,2633418.205
2522436.22,2411342.669,952,T20190005358,2019/03/21 00:00:00+00,08.:1.00,2,1,Collision with vehicle,A,02,90,3,Passengers,F,At Int of CARCOOLA ROAD and OLD LILYDALE ROAD,57443,I,I,Intersection,9999,CARCOOLA,ROAD,OLD LILYDALE,ROAD,Non Declared Road,MAROONDAH,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2522436.22,2411342.669
2397629.772,2398752.992,953,T20190005594,2019/03/24 00:00:00+00,09.:0.00,1,4,Collision with a fixed object,A,A,49,4,Motorcyclists,M,On GUMLEY ROAD 3503m NE from Int ROKEWOOD-SHELFORD ROAD,343525,N,N,Non Intersection,9999,GUMLEY,ROAD,ROKEWOOD-SHELFORD,ROAD,Non Declared Road,GOLDEN PLAINS,SOUTH WESTERN REGION,Country,2397629.772,2398752.992
2397258.361,2461427.837,954,T20190005608,2019/03/24 00:00:00+00,15.:0.00,2,1,Collision with vehicle,A,B,59,6,Bicyclists,M,On CRESWICK ROAD 1480m SE from Int MACRAE ROAD,343526,N,N,Non Intersection,5222,CRESWICK,ROAD,MACRAE,ROAD,Declared Road,HEPBURN,WESTERN REGION,Ballarat,2397258.361,2461427.837
2496945.284,2418547.987,955,T20190005628,2019/03/25 00:00:00+00,09.:2.00,1,2,Struck Pedestrian,A,02,86,1,Pedestrians,M,At Int of SYDNEY ROAD and GAFFNEY STREET,57391,I,I,Intersection,5500,SYDNEY,ROAD,GAFFNEY,STREET,Declared Road,MORELAND,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2496945.284,2418547.987
2451564.348,2419988.194,956,T20190005668,2019/03/25 00:00:00+00,06.:3.00,2,1,Collision with vehicle,A,B,55,2,Drivers,M,On GEELONG-BACCHUS MARSH ROAD 72m S from Int SMITHS ROAD,343576,N,N,Non Intersection,5060,GEELONG-BACCHUS MARSH,ROAD,SMITHS,ROAD,Declared Road,MOORABOOL,WESTERN REGION,Ballarat,2451564.348,2419988.194
2510151.785,2383277.748,957,T20190005839,2019/03/28 00:00:00+00,05.:4.00,2,1,Collision with vehicle,A,B,50,6,Bicyclists,F,At Int of NEPEAN HIGHWAY and CHELSEA ROAD,893,I,I,Intersection,2660,NEPEAN,HIGHWAY,CHELSEA,ROAD,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2510151.785,2383277.748
2532066.653,2623698.774,958,T20190005900,2019/03/28 00:00:00+00,19.:5.00,1,4,Collision with a fixed object,A,A,33,2,Drivers,M,On SHARPS LANE 333m SE from Int HAYNES ROAD,343672,N,N,Non Intersection,9999,SHARPS,LANE,HAYNES,ROAD,Non Declared Road,MOIRA,NORTH EASTERN REGION,Country,2532066.653,2623698.774
2527764.388,2371963.852,959,T20190006100,2019/04/01 00:00:00+00,05.:0.00,1,2,Struck Pedestrian,A,01,43,1,Pedestrians,M,On SOUTH GIPPSLAND HIGHWAY 101m S from Int FACEY ROAD,343768,N,N,Non Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,FACEY,ROAD,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2527764.388,2371963.852
2508855.845,2408916.597,960,T20190006324,2019/04/03 00:00:00+00,17.:5.00,2,1,Collision with vehicle,A,B,26,4,Motorcyclists,M,At Int of MONT ALBERT ROAD and YORK STREET,343864,I,I,Intersection,9999,MONT ALBERT,ROAD,YORK,STREET,Non Declared Road,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2508855.845,2408916.597
2543432.912,2413833.615,961,T20190006333,2019/04/04 00:00:00+00,05.:2.00,3,1,Collision with vehicle,A,B,54,2,Drivers,M,On WARBURTON HIGHWAY 98m W from Int PETERS ROAD,343889,N,N,Non Intersection,2100,WARBURTON,HIGHWAY,PETERS,ROAD,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2543432.912,2413833.615
2689448.087,2577914.903,962,T20190006552,2019/04/06 00:00:00+00,15.:2.00,1,4,Collision with a fixed object,A,A,36,2,Drivers,M,On SANDY CREEK ROAD 113m S from Int CEMETERY LANE,346462,N,N,Non Intersection,9999,SANDY CREEK,ROAD,CEMETERY,LANE,Non Declared Road,INDIGO,NORTH EASTERN REGION,Country,2689448.087,2577914.903
2519510.685,2392232.317,963,T20190006602,2019/04/07 00:00:00+00,13.:0.00,1,2,Struck Pedestrian,A,01,91,1,Pedestrians,M,On HEATHERTON ROAD 108m E from Int INGRID STREET,346987,N,N,Non Intersection,5970,HEATHERTON,ROAD,INGRID,STREET,Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2519510.685,2392232.317
2298034.625,2762357.716,964,T20190006612,2019/04/07 00:00:00+00,16.:5.00,2,1,Collision with vehicle,A,02,70,3,Passengers,F,On MURRAY VALLEY HIGHWAY 90m SE from Int CRETE ROAD,344619,N,N,Non Intersection,2570,MURRAY VALLEY,HIGHWAY,CRETE,ROAD,Declared Road,SWAN HILL,NORTHERN REGION,Country,2298034.625,2762357.716
2298034.625,2762357.716,965,T20190006612,2019/04/07 00:00:00+00,16.:5.00,2,1,Collision with vehicle,A,03,5,3,Passengers,F,On MURRAY VALLEY HIGHWAY 90m SE from Int CRETE ROAD,344619,N,N,Non Intersection,2570,MURRAY VALLEY,HIGHWAY,CRETE,ROAD,Declared Road,SWAN HILL,NORTHERN REGION,Country,2298034.625,2762357.716
2520861.333,2337529.347,966,T20190006633,2019/04/08 00:00:00+00,05.:5.00,1,4,Collision with a fixed object,A,01,27,3,Passengers,M,At Int of VENTNOR ROAD and PHILLIP ISLAND ROAD,36276,I,I,Intersection,4029,VENTNOR,ROAD,PHILLIP ISLAND,ROAD,Declared Road,BASS COAST,EASTERN REGION,Country,2520861.333,2337529.347
2510590.342,2373002.13,967,T20190006655,2019/04/08 00:00:00+00,11.:1.00,1,2,Struck Pedestrian,A,01,86,1,Pedestrians,F,At Int of NEPEAN HIGHWAY and PLAYNE STREET,43444,I,I,Intersection,2660,NEPEAN,HIGHWAY,PLAYNE,STREET,Declared Road,FRANKSTON,METROPOLITAN SOUTH EAST REGION,Metro,2510590.342,2373002.13
2497513.302,2454977.379,968,T20190006690,2019/04/08 00:00:00+00,19.:1.00,2,6,Vehicle overturned (no collision),A,B,51,2,Drivers,M,On DARRAWEIT ROAD 88m W from Int PRETTY SALLY DRIVE,343984,N,N,Non Intersection,9999,DARRAWEIT,ROAD,PRETTY SALLY,DRIVE,Non Declared Road,MITCHELL,NORTHERN REGION,Country,2497513.302,2454977.379
2579451.383,2325358.429,969,T20190006795,2019/04/10 00:00:00+00,09.:3.00,1,4,Collision with a fixed object,A,01,56,1,Pedestrians,M,On WHITTINGHAM WAY 942m S from Int KOONWARRA-INVERLOCH ROAD,346484,N,N,Non Intersection,9999,WHITTINGHAM,WAY,KOONWARRA-INVERLOCH,ROAD,Non Declared Road,SOUTH GIPPSLAND,EASTERN REGION,Country,2579451.383,2325358.429
2486165.072,2347189.451,970,T20190006921,2019/04/12 00:00:00+00,01.:1.00,1,4,Collision with a fixed object,A,01,17,3,Passengers,M,At Int of FIELD STREET and MARSHALL STREET,45973,I,I,Intersection,9999,FIELD,STREET,MARSHALL,STREET,Non Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2486165.072,2347189.451
2492545.793,2421945.118,971,T20190006944,2019/04/12 00:00:00+00,06.:2.00,3,1,Collision with vehicle,A,B,50,2,Drivers,M,At Int of PASCOE VALE ROAD and FINCHLEY AVENUE,40981,I,I,Intersection,5819,PASCOE VALE,ROAD,FINCHLEY,AVENUE,Declared Road,MORELAND,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2492545.793,2421945.118
2406110.39,2585507.709,972,T20190007113,2019/04/14 00:00:00+00,13.:1.00,2,1,Collision with vehicle,A,A,75,2,Drivers,F,On LODDON VALLEY HIGHWAY 1551m S from Int BOORT-MITIAMO ROAD,344200,N,N,Non Intersection,2630,LODDON VALLEY,HIGHWAY,BOORT-MITIAMO,ROAD,Declared Road,LODDON,NORTHERN REGION,Bendigo,2406110.39,2585507.709
2499508.416,2412066.474,973,T20190007191,2019/04/15 00:00:00+00,20.:1.00,3,1,Collision with vehicle,A,A,24,4,Motorcyclists,M,At Int of HODDLE STREET and SOUTH TERRACE,35342,I,I,Intersection,5850,HODDLE,STREET,SOUTH,TERRACE,Declared Road,YARRA,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2499508.416,2412066.474
2484953.933,2345021.153,974,T20190007260,2019/04/16 00:00:00+00,16.:3.00,1,4,Collision with a fixed object,A,A,38,2,Drivers,M,On BROWNS ROAD 312m SW from Int WEEROONA STREET,345664,N,N,Non Intersection,9999,BROWNS,ROAD,WEEROONA,STREET,Non Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2484953.933,2345021.153
2514092.525,2370545.082,975,T20190007424,2019/04/19 00:00:00+00,02.:4.00,1,7,Fall from or in moving vehicle,A,01,19,3,Passengers,M,On HEATHERHILL ROAD 70m S from Int BODALLA COURT,346552,N,N,Non Intersection,9999,HEATHERHILL,ROAD,BODALLA,COURT,Non Declared Road,FRANKSTON,METROPOLITAN SOUTH EAST REGION,Metro,2514092.525,2370545.082
2313600.976,2472201.967,976,T20190007444,2019/04/19 00:00:00+00,06.:4.00,1,4,Collision with a fixed object,A,01,55,3,Passengers,M,On WESTERN HIGHWAY 737m SE from Int PETTICOAT GULLY ROAD,344752,N,N,Non Intersection,2520,WESTERN,HIGHWAY,PETTICOAT GULLY,ROAD,Declared Road,ARARAT,WESTERN REGION,Country,2313600.976,2472201.967
2481240.103,2414361.728,977,T20190007479,2019/04/19 00:00:00+00,19.:1.00,1,2,Struck Pedestrian,A,01,29,1,Pedestrians,M,On BALLARAT ROAD(R) 170m E from Int BALLARAT ROAD SERVICE ROAD REV,344368,N,N,Non Intersection,5520,BALLARAT,ROAD,BALLARAT REV,ROAD SERVICE ROAD,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2481240.103,2414361.728
2405682.206,2432848.713,978,T20190007657,2019/04/23 00:00:00+00,10.:2.00,1,4,Collision with a fixed object,A,A,45,2,Drivers,M,On NAVIGATORS ROAD 11m S from Int MULLANES ROAD,346900,N,N,Non Intersection,9999,NAVIGATORS,ROAD,MULLANES,ROAD,Non Declared Road,MOORABOOL,WESTERN REGION,Ballarat,2405682.206,2432848.713
2470889.11,2577744.312,979,T20190007811,2019/04/25 00:00:00+00,13.:1.00,1,6,Vehicle overturned (no collision),A,A,89,2,Drivers,F,On PRAIRIE-ROCHESTER ROAD 211m E from Int RESTDOWN ROAD,344536,N,N,Non Intersection,5160,PRAIRIE-ROCHESTER,ROAD,RESTDOWN,ROAD,Declared Road,CAMPASPE,NORTHERN REGION,Country,2470889.11,2577744.312
2512930.369,2402368.917,980,T20190007812,2019/04/25 00:00:00+00,12.:3.00,2,1,Collision with vehicle,A,B,30,6,Bicyclists,M,On BLACKBURN ROAD 20m S from Int FIANDER AVENUE,123741,N,N,Non Intersection,5307,BLACKBURN,ROAD,FIANDER,AVENUE,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2512930.369,2402368.917
2325358.433,2476127.866,981,T20190007862,2019/04/26 00:00:00+00,11.:1.00,1,4,Collision with a fixed object,A,A,82,2,Drivers,M,On PYRENEES HIGHWAY 1467m W from Int WOODLANDS ROAD,344556,N,N,Non Intersection,2740,PYRENEES,HIGHWAY,WOODLANDS,ROAD,Declared Road,ARARAT,WESTERN REGION,Country,2325358.433,2476127.866
2428867.071,2513516.244,982,T20190008031,2019/04/29 00:00:00+00,13.:0.00,1,4,Collision with a fixed object,A,A,53,2,Drivers,M,On CALDER ALTERNATIVE HIGHWAY 170m SE from Int FENTONS LANE,344608,N,N,Non Intersection,2200,CALDER ALTERNATIVE,HIGHWAY,FENTONS,LANE,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2428867.071,2513516.244
2477335.443,2426786.067,983,T20190008143,2019/05/01 00:00:00+00,01.:1.00,1,6,Vehicle overturned (no collision),A,A,42,2,Drivers,M,On CALDER FREEWAY(R) 2270m NW from Int ORGAN PIPES ROAD,136810,N,N,Non Intersection,2530,CALDER,FREEWAY,ORGAN PIPES,ROAD,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2477335.443,2426786.067
2280530.461,2371338.326,984,T20190008166,2019/05/01 00:00:00+00,04.:3.00,1,4,Collision with a fixed object,A,A,63,2,Drivers,M,On WOOLSTHORPE-HEXHAM ROAD 2198m NE from Int WARRNAMBOOL-CARAMUT ROAD,582249,N,N,Non Intersection,9999,WOOLSTHORPE-HEXHAM,ROAD,WARRNAMBOOL-CARAMUT,ROAD,Non Declared Road,MOYNE,SOUTH WESTERN REGION,Country,2280530.461,2371338.326
2544678.711,2565283.53,985,T20190008376,2019/05/04 00:00:00+00,00.:1.00,2,1,Collision with vehicle,A,B,19,4,Motorcyclists,M,On COACH ROAD 423m S from Int MIDLAND HIGHWAY,344806,N,N,Non Intersection,9999,COACH,ROAD,MIDLAND,HIGHWAY,Non Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2544678.711,2565283.53
2538976.098,2330604.788,986,T20190008388,2019/05/04 00:00:00+00,07.:3.00,2,1,Collision with vehicle,A,01,15,3,Passengers,M,On BASS HIGHWAY 95m N from Int RAILWAY ROAD,345748,N,N,Non Intersection,2710,BASS,HIGHWAY,RAILWAY,ROAD,Declared Road,BASS COAST,EASTERN REGION,Country,2538976.098,2330604.788
2745017.096,2608283.266,987,T20190008420,2019/05/04 00:00:00+00,12.:3.00,1,4,Collision with a fixed object,A,A,58,4,Motorcyclists,M,On SHELLEY ROAD 1994m S from Int SANDY CREEK ROAD,344996,N,N,Non Intersection,3005,SHELLEY,ROAD,SANDY CREEK,ROAD,Declared Road,TOWONG,NORTH EASTERN REGION,Country,2745017.096,2608283.266
2337874.118,2421031.919,988,T20190008478,2019/05/05 00:00:00+00,17.:0.00,2,1,Collision with vehicle,A,02,25,3,Passengers,F,At Int of GLENELG HIGHWAY and WALDRONS ROAD,344820,I,I,Intersection,2670,GLENELG,HIGHWAY,WALDRONS,ROAD,Declared Road,PYRENEES,WESTERN REGION,Ballarat,2337874.118,2421031.919
2337874.118,2421031.919,989,T20190008478,2019/05/05 00:00:00+00,17.:0.00,2,1,Collision with vehicle,A,B,19,2,Drivers,M,At Int of GLENELG HIGHWAY and WALDRONS ROAD,344820,I,I,Intersection,2670,GLENELG,HIGHWAY,WALDRONS,ROAD,Declared Road,PYRENEES,WESTERN REGION,Ballarat,2337874.118,2421031.919
2506392.592,2391814.039,990,T20190008589,2019/05/07 00:00:00+00,10.:3.00,1,2,Struck Pedestrian,A,01,80,1,Pedestrians,F,At Int of WARRIGAL ROAD and VOLTRI STREET,42790,I,I,Intersection,2070,WARRIGAL,ROAD,VOLTRI,STREET,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2506392.592,2391814.039
2482662.089,2417349.344,991,T20190008709,2019/05/08 00:00:00+00,20.:5.00,1,2,Struck Pedestrian,A,01,78,1,Pedestrians,M,On MAIN ROAD E 44m E from Int ERICA AVENUE,344944,N,N,Non Intersection,5502,MAIN,ROAD,ERICA,AVENUE,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2482662.089,2417349.344
